readname	contig	position	leader_start	adapter_start	polya_start	transcript_start	read_rate	polya_length	qc_tag
9bdfdf2c-7e75-4c59-9d1a-cac88d8dfbf8	SPAC11G7.04	76	2.0	3.0	4960.0	6241.0	130.96	50.65	PASS
f85fafc8-6417-4019-955a-a2bdb0f1cbc7	SPAC13G6.04	111	53.0	269.0	4308.0	4938.0	94.12	14.66	PASS
84bc5cd4-9073-47b2-9302-de54f44fd0b4	SPAC1006.07	203	2.0	3.0	4266.0	4594.0	125.50	8.62	SUFFCLIP
801197b4-ee11-43a7-9247-eff54dd0a824	SPAC1F12.02c	339	2.0	3.0	3471.0	4259.0	143.43	32.48	PASS
c348c3ed-c6a2-44fa-8f6b-83361dd75cc7	SPAC1071.10c	3162	2.0	3.0	4541.0	5232.0	125.50	23.75	SUFFCLIP
bcca3eab-8ad8-456b-b2f3-c4ab6b99302e	SPAC1565.08	1113	3.0	4.0	5635.0	6470.0	130.96	31.26	SUFFCLIP
ef4b2774-55a6-4f07-a9b3-07a890720ddf	SPAC1006.07	248	2.0	3.0	3581.0	4250.0	125.50	22.83	SUFFCLIP
354c082c-d466-49a1-a666-8cce495abb7a	SPAC1F7.13c	140	2.0	3.0	10109.0	10767.0	97.16	16.19	ADAPTER
a674adc5-38ff-4183-b6bc-6157ce256f5d	SPAC18B11.06	634	2.0	3.0	5748.0	6171.0	115.85	11.23	PASS
dbe2cda3-1053-4a25-8014-c8d512e34583	SPAC1071.10c	3476	2.0	3.0	3393.0	4540.0	143.43	49.57	SUFFCLIP
1c59c187-5894-4ce3-b3bd-be1a63f24b40	SPAC1687.17c	411	2.0	3.0	4853.0	5305.0	143.43	16.48	PASS
1ad5dec8-cc6c-4c8b-92e6-7eaa5ab41b94	SPAC1071.10c	3165	500.0	921.0	5409.0	6125.0	125.50	24.79	SUFFCLIP
918a20ce-6f09-4f59-8803-9aedcb78fc63	SPAC1071.10c	1847	2.0	3.0	3622.0	5006.0	130.96	55.13	SUFFCLIP
70a38607-34eb-4d66-b1f4-3c6aeaaa8a1a	SPAC1805.12c	72	2.0	3.0	3962.0	5081.0	125.50	41.58	SUFFCLIP
f13ea78e-59c2-4f63-89bc-2c5d8439d10d	SPAC1F7.13c	140	176.0	788.0	6561.0	7015.0	115.85	12.42	SUFFCLIP
32e7f602-d5a3-4e95-a7ab-38e602f5c325	SPAC139.01c	1715	2.0	3.0	3932.0	4628.0	136.91	26.59	PASS
08ea66de-a321-48ba-99c8-b2c48705af84	SPAC1071.10c	3150	2.0	3.0	5502.0	6818.0	130.96	52.17	SUFFCLIP
bc298b79-fcd9-4b6f-b2f9-fab1140b20bd	SPAC1071.10c	2462	2.0	3.0	4836.0	6325.0	136.91	62.64	SUFFCLIP
2850b6bb-a581-4bb8-9f5c-8d9d74b3a0a4	SPAC1071.10c	2812	2.0	3.0	5634.0	11750.0	120.48	239.60	SUFFCLIP
663eb609-3886-48d8-a8c2-aeb0306cdbef	SPAC1F12.02c	127	2.0	3.0	5388.0	6242.0	120.48	29.12	PASS
3572933c-2d51-4b16-9adb-437108bc9daf	SPAC1F7.13c	140	2.0	3.0	6197.0	6952.0	120.48	25.16	SUFFCLIP
cd2c4711-64ed-4ee2-89b0-6153deeaceab	SPAC1F7.13c	140	2.0	3.0	7382.0	7889.0	115.85	14.46	SUFFCLIP
6f0ac449-1c0b-46a3-bf44-9835f05e439e	SPAC1F7.13c	556	2.0	3.0	5160.0	5830.0	120.48	21.76	SUFFCLIP
efc2b86b-4f40-4177-98c6-2243320abef0	SPAC1F7.13c	143	2.0	3.0	6184.0	6596.0	111.56	10.22	SUFFCLIP
5376da0b-67bf-4fc4-b846-148123da8b9d	SPAC1F7.13c	194	2.0	3.0	7157.0	7500.0	107.57	7.21	SUFFCLIP
37e49327-7c67-4067-8d62-747d77b17f97	SPAC1F7.13c	148	2.0	3.0	7268.0	9204.0	125.50	75.62	ADAPTER
afd3119e-009b-465b-b875-1aeeed7ec9d2	SPAC1F7.13c	478	2.0	3.0	6146.0	6473.0	103.86	6.24	SUFFCLIP
87a767aa-f535-4911-ae90-ceec9379de07	SPAC1F7.13c	140	5.0	6.0	6764.0	7447.0	115.85	21.23	SUFFCLIP
abe6a238-8ad3-4afa-afcf-5fbba3c022a6	SPAC1F8.07c	956	2.0	3.0	6096.0	6479.0	111.56	9.15	PASS
7e23c154-8381-4345-97bb-b633649d5c88	SPAC1F7.13c	552	2.0	3.0	5050.0	5430.0	125.50	10.79	SUFFCLIP
716a2b61-76f2-4348-af91-8ba3412076f9	SPAC22G7.06c	6390	2.0	3.0	4254.0	4995.0	125.50	25.83	PASS
dc8f9a4a-6557-4f78-b46e-1d9fea5229cf	SPAC1F7.13c	536	2.0	3.0	6148.0	7093.0	115.85	31.31	SUFFCLIP
a76ea429-6c13-4e54-8756-b59bce192c92	SPAC23A1.10	58	2.0	3.0	5449.0	5973.0	100.40	12.43	SUFFCLIP
dad20726-b876-47b2-9dc4-62905a8f042f	SPAC1F7.13c	536	2.0	3.0	5899.0	6422.0	120.48	15.88	SUFFCLIP
f68522fc-9faf-4d08-90dd-f1bfdb0ed85e	SPAC227.18	1323	2.0	3.0	3655.0	4624.0	130.96	37.09	PASS
90a245ae-e4e6-4bf4-b242-15c6571a166b	SPAC22H12.04c	44	3.0	4.0	4206.0	4631.0	136.91	14.27	PASS
433720d7-a16f-498b-b904-5b73cb89fec0	SPAC1F7.13c	140	261.0	499.0	7419.0	8707.0	111.56	42.67	SUFFCLIP
d1b24a37-10b3-47a6-ae8a-fbf2a8355b21	SPAC23A1.10	58	3.0	4.0	2951.0	3806.0	136.91	33.82	SUFFCLIP
5efb4fae-348b-46f1-a6f2-d395dbc44733	SPAC23A1.10	59	3.0	4.0	5544.0	6278.0	115.85	23.19	SUFFCLIP
ef1f784e-cd0b-4274-94d1-b1f1a877e27e	SPAC23A1.10	59	2.0	3.0	6437.0	6993.0	111.56	15.56	PASS
17effbc8-19ab-4039-aa0e-dd663d70c3d0	SPAC23A1.10	58	465.0	758.0	6783.0	7356.0	115.85	17.00	PASS
fdc64a7c-d32c-4d4c-9883-b9483dc8ae02	SPAC23A1.10	58	2.0	3.0	4233.0	5364.0	115.85	38.46	SUFFCLIP
cbb791e7-4ba6-443b-af9e-dad539740c3f	SPAC23A1.10	59	2.0	3.0	6263.0	7163.0	143.43	37.81	SUFFCLIP
